Name,AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y,Essentiality
YDL085W,6.42,0.37,4.77,6.42,4.95,5.69,1.28,5.87,7.89,10.64,3.12,4.04,4.4,3.67,4.22,6.97,6.97,6.97,1.28,4.04,0
YDL112W,4.39,1.6,6.27,6.48,5.29,3.55,2.16,7.87,8.01,13.37,1.81,5.43,2.58,3.34,2.92,8.57,5.64,5.29,1.32,4.11,0
YDL213C,6.67,0,6.67,8,2.67,9.33,1.33,4.89,16.89,7.56,1.33,5.78,3.56,5.33,7.56,3.56,5.33,3.56,0,0,0
YDL222C,9.39,1.62,3.24,1.94,8.41,8.09,0.97,3.24,4.21,10.36,1.62,5.5,5.83,2.59,4.53,8.09,7.77,5.83,2.27,4.53,0
YLL034C,6.09,1.08,6.69,9.56,3.58,5.85,0.48,6.45,8.24,10.39,2.63,4.3,4.9,2.39,5.97,8.48,5.5,5.97,0.36,1.08,1
YLR019W,4.28,1.01,8.82,8.06,2.52,4.79,4.03,4.53,4.28,8.56,1.51,8.06,5.79,5.54,3.53,9.32,4.79,6.05,0.25,4.28,0
YLR033W,2.99,1,6.18,7.37,3.98,4.98,1.2,7.17,9.36,8.76,1.39,9.96,4.58,2.99,4.78,6.37,5.98,5.78,1,4.18,1
YOL130W,6.52,1.28,5.82,6.52,3.96,4.31,2.91,5.01,5.82,6.98,2.56,5.47,5.36,3.84,5.36,12.81,6.17,5.7,0.81,2.79,1
YOL144W,3.72,0.83,8.47,10.54,5.58,4.13,2.27,3.72,11.36,7.44,2.07,8.88,2.89,3.93,5.37,5.58,4.13,5.37,1.86,1.86,1
YOR070C,3.92,0.63,6.12,5.34,3.92,2.98,3.14,6.12,5.34,7.85,2.83,5.65,5.65,6.12,5.65,11.77,7.69,4.24,2.04,2.98,0
YOR189W,5.17,0,9.48,12.07,2.59,5.17,0,3.45,10.34,4.31,0.86,5.17,6.03,4.31,6.03,12.93,3.45,5.17,1.72,1.72,0
YOR267C,5.67,2.5,7.38,4.74,2.64,3.69,6.19,4.74,7.38,5.53,1.98,8.83,5.27,5.93,4.08,9.49,5.93,4.87,0.4,2.77,0
YOR293W,2.86,0,2.86,9.52,2.86,3.81,2.86,4.76,8.57,8.57,1.9,4.76,4.76,8.57,5.71,2.86,6.67,6.67,0.95,10.48,1
YOR353C,6.19,1.14,4.05,5.94,2.4,2.91,2.4,7.71,6.83,10.11,2.28,8.47,4.17,3.92,3.03,13.02,7.84,4.93,0.51,2.15,1
YPL219W,4.27,1.02,9.96,6.91,4.27,3.66,2.24,5.69,6.91,10.98,2.03,8.13,4.07,4.67,3.25,10.37,5.28,4.07,0,2.24,0
YPL267W,4.31,0.48,4.78,7.66,3.35,2.87,1.91,8.61,9.57,6.7,0.96,7.18,6.7,3.83,7.18,11,5.26,4.78,0,2.87,0
YOR091W,6.67,1.74,7.83,8.41,3.48,5.8,1.45,4.06,15.94,6.09,2.61,5.51,3.77,3.77,5.22,4.93,5.51,4.06,1.45,1.74,0
YPR056W,6.8,2.66,3.85,6.51,3.85,4.44,1.48,8.28,8.88,8.58,1.78,3.85,4.44,2.96,4.14,9.76,6.8,7.69,0.3,2.96,1
YOR034C,5.61,1.74,5.87,4.27,6.41,5.34,2.54,6.14,5.74,12.02,2,6.01,3.07,3.2,3.47,6.94,6.01,7.61,1.74,4.27,0
YOL129W,6.52,1.63,5.43,2.17,7.07,10.33,1.09,6.52,2.72,14.13,1.63,4.35,2.17,1.63,3.26,9.24,4.35,9.24,2.17,4.35,0
YPR029C,5.05,1.08,7.69,6.01,3.85,3.97,1.8,9.13,8.05,14.9,0.96,6.97,2.16,3.49,2.88,9.01,5.29,4.45,0.36,2.88,0
YLR095C,4.68,1.48,6.28,8.37,3.57,3.57,2.46,7.14,6.9,8.37,1.48,6.03,5.79,6.4,5.05,8.13,5.67,4.19,1.6,2.83,0
YLR034C,8.67,2.11,3.17,2.96,5.29,6.34,1.48,9.73,4.86,14.8,1.69,3.59,4.02,2.75,2.11,7.19,5.5,8.25,0.85,4.65,0
YOR320C,3.67,0.81,6.31,5.91,5.5,2.24,1.83,8.55,9.37,11.81,1.43,6.92,4.07,3.46,3.67,7.54,3.67,6.31,1.02,5.91,0
YLR115W,4.66,1.16,6.87,6.4,2.91,4.77,1.4,8.5,9.43,9.66,1.28,6.29,4.19,2.44,3.96,9.31,6.29,6.64,1.05,2.79,1
YDL131W,7.95,1.82,8.41,5.45,3.86,6.14,2.73,8.64,7.5,7.27,1.36,6.14,3.41,1.82,4.55,6.14,5.91,7.95,0.23,2.73,0
YLR066W,3.26,0,5.98,4.35,7.07,4.35,0.54,6.52,8.7,6.52,2.72,9.78,1.63,3.8,2.72,7.61,7.07,10.33,2.72,4.35,1
YDR312W,4.42,0.44,7.06,9.49,2.87,3.97,2.65,5.52,11.48,8.17,2.65,4.64,4.42,4.86,6.84,8.17,4.64,6.62,0,1.1,0
YDR381W,8.85,0,4.87,4.87,2.21,9.29,0,3.54,9.73,6.64,2.21,7.52,6.64,3.98,12.83,6.19,2.65,7.08,0,0.88,1
YOL054W,3.94,2.71,15.27,13.05,3.2,3.69,2.71,3.94,4.68,6.65,1.72,5.91,2.71,2.71,7.14,8.37,4.43,3.94,0.74,2.46,0
YOR009W,12.94,1.03,2.67,4.93,0.62,2.26,0.21,3.29,2.05,3.9,1.64,2.46,3.7,1.85,0.41,30.6,10.68,12.32,0.21,2.26,0
YOR216C,4.13,0,7.02,16.53,1.65,1.86,2.07,5.17,12.6,10.95,2.07,6.4,2.07,4.55,3.31,8.26,4.96,4.75,0.41,1.24,0
YOR138C,6.26,1.49,6.41,9.69,3.87,4.62,1.79,5.51,5.51,9.69,1.79,6.56,5.66,3.87,3.58,8.79,5.37,5.22,0.75,3.58,0
YPL246C,6.49,1.15,3.05,4.2,6.49,7.25,2.29,7.25,3.82,16.03,1.15,2.67,6.87,0.76,3.44,6.87,6.87,4.96,2.67,5.73,0
YOR100C,8.56,0.92,2.14,3.67,5.5,10.4,0.92,6.42,7.95,8.56,2.14,4.59,4.89,3.67,3.06,9.48,7.34,7.03,0.61,2.14,0
YOL056W,2.64,1.32,5.61,9.24,3.3,5.94,1.98,6.27,7.59,9.24,1.98,6.93,4.29,4.95,5.61,6.93,4.95,6.6,0.99,3.63,0
YDR171W,4.53,0.27,6.13,11.47,2.4,6.4,3.2,4,6.67,6.4,1.07,5.87,9.33,5.33,4.8,6.13,4.8,4.8,0,6.4,0
YDR032C,12.12,0.51,3.54,6.57,5.05,13.13,3.03,6.06,5.05,6.57,1.52,2.53,5.05,2.53,2.02,5.05,8.08,6.06,2.02,3.54,0
YLR097C,3.49,1.74,6.98,7.56,5.23,4.36,2.33,6.98,9.59,8.43,3.2,4.65,2.91,2.03,5.23,9.3,3.49,4.94,2.03,5.52,1
YDR384C,5.82,3.27,4.73,2.55,8,10.18,0.73,4.73,1.82,13.82,2.91,5.82,3.64,2.18,2.55,9.09,7.64,4.73,1.82,4,0
YLL003W,4.55,0.85,4.12,8.03,5.71,2.11,2.96,6.66,10.78,10.68,1.69,5.6,2.75,3.81,7.61,7.29,5.18,4.23,2.01,3.38,1
YOL076W,3.64,1.76,5.9,7.04,5.03,3.02,2.14,6.53,9.92,14.2,2.01,7.29,2.39,3.52,3.27,8.67,4.15,3.64,0.88,5.03,0
YLR128W,3.72,1.86,8.55,8.55,6.32,2.23,1.86,7.06,7.43,10.78,1.86,4.83,4.46,4.83,3.72,4.46,6.32,2.97,2.23,5.95,0
YDL018C,4.89,3.11,6.22,8,7.56,4.44,3.11,8.89,5.78,6.67,1.33,5.78,2.22,5.33,7.56,6.22,4,4,0.44,4.44,0
YOR110W,5.75,0.92,5.98,9.89,2.99,5.98,1.61,6.44,5.98,7.82,2.07,4.83,6.44,3.22,4.6,7.82,6.44,5.29,1.61,4.37,1
YDR169C,6.63,0.39,4.87,6.63,2.53,3.31,3.12,5.26,6.63,6.63,1.56,8.38,6.82,4.48,4.68,15.4,6.24,4.87,0.58,0.97,0
YOR023C,3.89,0.88,5.12,5.12,1.41,2.65,4.42,4.42,8.13,10.95,1.59,8.13,7.6,4.77,5.3,12.72,6.89,2.83,0,3.18,0
YDL135C,5.45,0,6.93,9.9,3.96,3.96,1.49,6.44,12.87,8.42,0.5,5.45,3.96,2.97,2.48,6.93,5.45,7.43,0.99,4.46,0
YOL002C,5.36,2.84,2.84,4.42,7.89,5.99,3.47,8.83,6.31,13.56,1.58,2.21,2.21,1.58,3.79,9.46,4.42,6.31,2.21,4.73,0
YDR071C,3.66,1.05,2.62,12.04,3.14,4.71,3.14,13.61,8.38,9.95,2.62,5.76,4.71,3.66,3.14,6.81,3.66,3.66,0.52,3.14,0
YOR016C,4.35,0.97,4.83,6.28,5.8,4.35,1.45,9.18,6.76,9.66,2.42,4.83,1.93,2.42,3.86,11.11,7.25,7.25,0.97,4.35,0
YLR146C,5,1.67,7,6.67,6.33,5.67,2.33,7.67,6.33,8.33,2.33,6,4.33,4.33,3,6.67,4.67,7,1,3.67,0
YDR368W,7.05,0.64,5.13,6.73,3.53,6.09,1.92,8.01,8.33,9.29,1.6,5.77,5.77,2.56,3.21,6.09,6.09,7.69,2.24,2.24,0
YOL136C,3.27,2.02,6.55,5.79,8.06,3.53,3.02,7.3,5.54,9.07,1.01,9.07,3.27,3.02,3.53,12.09,6.05,4.03,0,3.78,0
YDR383C,4.62,0.84,7.14,13.45,1.26,3.36,0,6.72,8.82,13.87,2.52,5.04,2.1,4.2,3.78,10.5,3.78,5.04,0,2.94,0
YPL244C,6.19,1.47,2.65,1.77,5.9,6.78,1.18,7.37,8.55,12.98,5.01,4.13,2.95,4.42,1.77,7.37,6.49,7.08,2.65,3.24,0
YLL062C,4.63,1.23,5.25,8.02,4.63,7.1,2.47,9.88,6.48,8.33,2.16,6.48,5.25,2.16,3.7,7.1,4.94,4.63,1.85,3.7,0
YMR113W,4.45,2.58,4.45,6.32,2.81,6.79,3.04,7.26,5.39,12.41,2.11,6.56,3.98,3.98,4.45,5.85,6.32,7.26,0.94,3.04,1
YDR411C,4.69,1.47,2.64,1.76,5.87,9.38,1.17,7.33,1.76,8.5,2.64,6.16,5.57,3.81,6.16,8.8,9.68,4.99,2.64,4.99,0
YLL018C-A,5.1,4.08,9.18,6.12,1.02,7.14,3.06,1.02,6.12,11.22,6.12,7.14,7.14,4.08,5.1,6.12,4.08,1.02,1.02,4.08,0
YBR058C-A,2.5,1.25,1.25,6.25,12.5,3.75,3.75,7.5,7.5,11.25,3.75,2.5,2.5,1.25,2.5,8.75,7.5,5,1.25,7.5,1
YLR367W,6.15,0.77,3.85,4.62,3.85,8.46,3.08,9.23,8.46,8.46,2.31,5.38,2.31,3.85,6.92,6.15,3.85,8.46,0.77,3.08,0
YER074W-A,3.53,0,2.35,4.71,4.71,9.41,0,10.59,2.35,20,1.18,4.71,2.35,4.71,7.06,3.53,4.71,11.76,0,2.35,1
YOR319W,6.57,0.47,7.04,4.23,4.69,4.69,0.47,8.92,10.33,9.86,1.88,9.86,2.82,4.23,3.76,4.23,3.76,5.63,0,6.57,1
YOL062C,3.46,1.02,6.11,4.89,4.89,5.91,3.05,7.13,6.52,8.96,2.65,6.31,4.07,2.04,5.09,10.79,5.5,7.54,1.43,2.65,0
YOR160W,5.56,2.16,5.76,7.2,5.76,2.98,1.34,9.05,4.53,13.58,1.34,5.86,3.81,5.04,3.4,8.13,4.73,5.76,1.54,2.47,1
YOR222W,7.49,1.63,3.26,3.91,4.89,8.47,0.33,6.51,8.79,7.49,4.56,4.56,4.23,3.26,4.56,6.51,5.86,8.47,0.98,4.23,0
YOL088C,2.89,2.89,6.5,8.66,4.69,3.25,2.17,5.42,8.66,12.64,1.44,4.69,3.61,3.25,5.42,7.94,5.42,5.05,1.44,3.97,0
YDR014W,3.09,0.46,8.19,7.26,5.41,3.09,2.01,8.5,9.27,11.13,2.94,8.19,2.63,2.78,4.02,10.82,4.48,2.47,0.46,2.78,0
YOL101C,3.21,1.6,2.56,5.45,10.58,2.24,2.88,8.65,6.41,13.14,1.92,5.77,2.24,2.88,2.24,8.65,7.69,5.77,0.96,5.13,0
YCR020W-B,3.85,1.28,1.28,11.54,1.28,0,1.28,5.13,7.69,12.82,6.41,14.1,2.56,5.13,7.69,8.97,5.13,2.56,0,1.28,0
YDR007W,6.25,1.79,6.7,5.36,3.57,9.38,1.34,6.25,6.7,10.27,0.89,5.8,4.91,3.12,3.12,8.93,3.12,9.38,1.34,1.79,0
YML024W,4.41,0.74,5.15,5.15,1.47,4.41,0.74,5.15,10.29,11.03,1.47,4.41,2.94,5.15,12.5,7.35,5.88,8.09,0,3.68,0
YIL078W,5.31,1.63,5.99,8.72,5.31,6.4,2.59,4.77,8.86,8.45,3,4.36,3.81,3.68,5.31,6.4,4.09,6.27,1.77,3.27,1
YIL116W,7.27,2.34,5.71,5.97,2.6,5.97,1.3,5.71,7.27,11.95,2.34,6.23,4.42,2.34,3.64,5.71,7.01,7.27,0.26,4.68,0
YBL076C,5.22,0.84,7.28,7.37,4.94,5.32,1.87,6.25,8.68,9.24,1.68,4.29,4.2,2.24,4.29,6.62,5.41,7.84,2.05,4.38,1
YDL227C,5.46,3.58,4.61,6.48,3.41,8.53,2.56,6.48,8.87,7.17,1.88,4.27,4.1,3.24,7,5.63,5.29,6.66,1.02,3.75,0
YDR471W,8.82,0,1.47,6.62,6.62,5.88,4.41,2.94,16.91,4.41,0.74,2.21,4.41,2.94,5.88,5.15,4.41,12.5,0.74,2.94,0
YER039C,7.63,1.2,3.21,2.81,7.23,4.82,0,7.63,5.62,14.06,4.42,4.02,2.01,3.21,1.61,10.84,6.02,8.03,1.61,4.02,0
YBR302C,3.96,2.37,2.64,7.65,8.44,2.64,0.79,5.8,8.44,13.46,2.9,5.54,3.69,3.17,3.69,7.65,2.9,6.33,4.22,3.69,0
YDR447C,4.41,0.74,5.15,5.15,1.47,4.41,0.74,5.15,10.29,11.03,1.47,5.15,2.94,5.15,12.5,7.35,5.88,7.35,0,3.68,0
YCR053W,7.98,0.39,6.23,7,5.84,5.45,1.17,7,8.37,8.95,1.36,5.64,3.7,3.7,3.11,7.78,6.03,6.03,0.78,3.5,0
YDR414C,3.87,1.93,3.31,4.42,8.01,1.66,2.49,9.39,4.42,15.75,1.66,3.59,3.59,3.31,6.63,7.46,5.25,5.8,3.31,4.14,0
YLR393W,6.81,1.08,5.02,5.38,6.81,4.66,1.08,3.58,9.68,8.96,2.51,3.94,3.94,5.38,5.38,8.24,5.73,6.45,2.15,3.23,0
YHR028C,3.55,0.12,7.58,6.23,5.5,6.72,2.93,5.5,6.23,8.31,0.98,6.6,3.67,2.2,3.91,8.8,5.5,8.31,1.83,5.5,0
YBR166C,6.42,1.55,5.09,6.42,4.42,5.53,2.88,8.19,8.19,9.51,1.77,4.42,3.32,3.76,1.99,9.29,4.87,6.19,1.77,4.42,0
YOR128C,8.41,1.58,4.38,6.48,2.63,6.3,2.45,7.71,6.83,9.81,2.8,4.73,5.6,2.63,3.85,6.83,5.43,8.58,0.18,2.8,0
YLR196W,7.29,0.69,10.42,8.85,2.95,6.42,2.26,4.69,6.6,7.64,2.6,5.56,3.47,2.08,3.12,9.38,4.86,6.77,1.56,2.78,1
YOR336W,3.22,0.81,7.25,6.96,4.91,4.4,1.83,8.13,6.3,12.16,1.76,6.01,4.47,3.74,4.1,8.79,4.54,5.64,0.95,4.03,1
YOR307C,4.64,1.1,2.87,2.43,7.73,5.96,2.87,9.49,6.18,11.7,2.21,3.75,3.97,3.75,3.53,10.38,6.62,6.4,0.88,3.53,0
YCR083W,5.51,3.15,6.3,3.94,4.72,4.72,0.79,7.87,10.24,9.45,4.72,3.15,6.3,3.94,3.94,3.94,7.09,6.3,0.79,3.15,0
YCL038C,5.49,0.95,4.17,2.65,7.58,6.63,1.14,8.52,4.73,11.93,2.46,3.79,3.03,3.03,2.84,11.74,4.55,8.9,2.46,3.41,0
YCL051W,6.35,1.37,6.69,5.15,3.26,4.29,2.57,4.12,6.35,6.86,2.57,8.23,7.55,4.46,6,12.86,4.8,3.77,0.17,2.57,0
YCR021C,8.73,2.41,4.52,5.42,7.53,7.53,2.41,6.63,3.01,11.14,2.11,3.01,3.92,2.41,3.31,6.33,6.02,7.23,2.71,3.61,0
YPL160W,8.9,1.19,5.87,9.08,5.41,5.5,1.83,6.79,9.17,7.06,2.48,3.58,4.77,3.39,3.76,5.14,5.23,4.86,1.19,4.77,1
YMR152W,4.93,0.82,7.95,4.11,5.21,5.21,2.19,7.4,9.86,4.93,1.92,7.12,4.66,1.37,2.47,7.4,5.21,9.32,1.37,6.58,0
YGL142C,4.71,0.65,4.22,5.19,10.55,3.57,2.76,7.14,5.68,14.45,1.62,2.44,5.36,2.11,4.38,8.44,4.55,4.55,2.44,5.19,1
YIL154C,4.34,1.45,8.96,9.54,2.31,5.78,2.89,4.34,5.78,9.54,2.89,3.47,3.18,3.18,6.65,10.12,4.62,7.8,0.87,2.31,0
YDL197C,6.29,0.76,4.95,8.19,1.14,2.29,3.05,4,10.67,12.95,1.33,5.52,4.38,6.29,4.38,10.67,5.52,4.76,0,2.86,0
YNL268W,8.84,0.98,3.27,4.75,6.55,7.36,1.47,9.98,4.26,7.53,1.96,4.91,3.76,3.11,3.44,7.36,5.07,8.35,2.62,4.42,0
YMR064W,5.41,1.54,3.86,5.98,5.21,2.9,2.7,10.23,8.49,11,2.12,7.72,4.44,3.09,4.83,6.37,5.21,4.83,0.58,3.47,0
YJL201W,4.51,0.5,5.84,4.17,5.18,1.67,1.17,7.85,8.85,10.52,1.84,5.68,6.34,4.17,4.34,11.85,5.34,5.51,0.67,4.01,0
YKR092C,3.69,0,10.1,9.85,0.99,4.19,0.25,1.48,6.9,1.48,0.49,2.22,1.23,0.74,2.22,48.28,3.45,1.23,0.49,0.74,0
YOR017W,3.75,0.75,6.25,6.75,3.88,3.88,3.12,5.75,9,9.75,1.75,7,3.5,3,7.12,9.75,4.62,4.25,0.38,5.75,0
YER132C,4.51,0.86,5.7,5.13,4.16,4.62,2.22,5.99,5.59,8.27,1.6,7.64,5.76,3.65,5.36,14.49,6.96,3.76,0.63,3.08,0
YDL167C,5.15,2.09,4.59,4.03,3.76,5.98,2.92,5.98,4.03,5.7,1.81,17.25,5.15,2.78,3.76,10.71,5.7,5.15,1.25,2.23,0
YEL011W,6.53,0.43,6.68,6.68,6.39,6.25,3.84,4.55,5.68,9.23,2.56,5.54,4.55,1.99,4.83,6.68,4.55,5.68,1.85,5.54,0
YKL039W,6.12,1.72,6.5,4.59,7.27,4.97,1.34,8.03,5.35,10.33,3.06,4.21,3.82,3.63,2.87,5.93,5.93,6.69,1.15,6.5,0
YDR081C,5.95,1.08,5.41,5.62,3.35,3.14,2.05,5.95,6.49,9.3,2.05,11.46,4.97,3.89,3.35,12,4.97,4.54,1.73,2.7,1
YJR095W,8.7,0.93,1.55,5.59,3.73,8.7,2.17,7.76,8.7,8.39,2.48,4.04,5.28,4.04,4.35,5.28,6.52,7.45,0.31,4.04,1
YER009W,4,0,8,4,8,4,1.6,4.8,2.4,11.2,2.4,8,4,9.6,4,7.2,6.4,5.6,0,4.8,1
YPR198W,7.37,2.03,2.21,2.95,8.47,8.66,1.66,10.31,4.6,12.52,2.58,4.24,2.58,2.76,1.29,9.94,5.71,5.16,1.66,3.31,0
YBL066C,5.4,1.39,5.14,4.18,3.92,3.83,2.96,4.97,5.4,9.84,1.92,8.19,6.71,4.97,3.92,11.15,8.19,4.36,0.87,2.7,0
YBR001C,6.03,0.9,6.03,7.44,4.36,6.41,2.31,5,6.28,9.49,2.18,5.38,5,2.69,5.9,6.54,5.51,4.87,1.54,6.15,0
YDR087C,4.32,0.36,8.27,11.15,5.04,3.24,1.08,5.4,10.43,11.15,1.44,5.76,2.52,3.24,5.76,6.12,3.6,4.32,3.24,3.6,1
YKL064W,4.44,0.62,7.64,6.09,3.41,4.33,2.58,5.68,6.71,7.43,2.48,6.4,4.85,3.51,6.91,13.21,4.75,5.37,1.14,2.48,0
YKL051W,7.37,1.7,3.4,3.68,7.93,5.67,3.12,7.65,4.25,9.07,2.55,3.97,4.25,2.83,2.55,10.48,3.4,6.23,3.68,6.23,0
YKR098C,3.63,1.67,5.58,6.56,3.35,3.35,3.21,6.97,8.51,11.16,1.12,6.69,3.91,3.35,4.74,10.18,4.74,5.16,0.42,5.72,0
YKL174C,5.34,1.29,4.37,5.18,7.12,5.5,2.1,8.9,4.21,12.62,2.75,5.18,3.88,1.62,2.43,8.74,5.5,8.41,1.46,3.4,0
YKL201C,2.97,0.51,6.62,10.78,5.18,3.06,1.95,5.01,12.48,10.27,1.02,8.15,3.82,3.99,3.82,6.71,4.58,3.4,1.1,4.58,0
YKL128C,5.42,1.36,5.42,7.46,3.05,6.44,5.08,3.73,4.75,11.53,2.37,3.73,5.08,3.39,5.76,6.78,6.1,6.1,2.37,4.07,0
YKR030W,3.66,1.47,3.66,1.47,9.89,5.13,2.2,10.62,3.66,13.55,2.56,7.33,3.66,4.76,4.03,9.16,2.56,2.56,1.83,6.23,0
YKR046C,6.01,0,3.89,7.07,2.83,4.24,1.41,4.59,8.83,10.25,0.71,5.3,4.95,3.53,2.47,13.78,6.71,8.48,1.77,3.18,0
YKR069W,4.22,1.18,5.4,7.42,4.55,7.42,1.69,7.59,7.08,10.46,1.52,3.88,5.73,3.71,4.89,6.58,5.9,8.09,1.01,1.69,0
YGR174C,4.08,0,4.08,10.88,2.72,4.08,0.68,5.44,8.84,9.52,1.36,2.04,4.08,9.52,8.16,7.48,4.76,5.44,4.76,2.04,0
YDR251W,3.98,0.6,4.94,4.82,4.34,4.7,1.33,5.66,6.39,9.76,2.17,9.64,5.3,7.11,3.98,12.53,5.42,4.34,0.36,2.65,0
YBL092W,9.23,0,2.31,3.08,3.08,5.38,6.15,6.15,14.62,6.92,1.54,5.38,3.85,1.54,8.46,6.15,6.15,6.92,0.77,2.31,1
YBR054W,7.85,1.45,4.07,4.36,6.4,6.4,1.74,8.43,9.01,8.72,3.2,3.2,5.23,2.03,2.62,6.1,5.81,6.98,2.33,4.07,0
YBR125C,4.33,1.78,5.6,5.09,5.34,8.4,3.82,6.62,5.6,8.4,1.53,7.89,2.29,3.56,4.83,7.63,6.62,6.11,0.76,3.82,0
YBR291C,9.03,1.34,4.68,3.01,4.68,9.36,0.67,6.02,7.69,10.03,2.34,2.68,3.68,2.34,4.68,8.7,8.36,6.69,0.33,3.68,0
YBL067C,3.75,2.14,6.56,7.36,4.42,5.09,1.87,5.49,8.7,7.9,1.47,8.17,5.22,3.21,3.75,11.38,5.22,4.82,0.4,3.08,0
YBL020W,4.88,1.22,2.96,4.18,9.58,4.53,1.22,9.93,5.75,14.11,1.74,5.23,2.26,3.66,3.83,8.36,5.57,5.4,1.57,4.01,1
YBR129C,5.49,1.22,7.62,6.1,4.88,4.27,3.96,7.01,10.37,7.62,2.13,6.4,3.35,3.35,3.96,8.84,5.49,3.35,1.83,2.74,0
YBR216C,3.86,2.08,6.53,7.72,5.19,2.97,0.89,6.68,9.35,12.46,1.34,4.9,3.12,3.71,3.26,7.27,6.38,6.97,0.59,4.75,0
YHR039C,7.45,2.48,4.97,4.35,4.97,6.68,1.86,6.99,6.37,8.7,2.17,6.21,5.12,4.5,3.26,8.07,4.5,6.68,1.55,3.11,0
YHR019C,7.4,1.62,6.68,7.94,3.97,6.68,1.81,5.05,7.76,9.75,1.99,2.17,3.97,4.33,4.87,6.32,6.5,6.32,0.72,4.15,1
YHR091C,4.98,0.93,5.75,4.2,5.13,5.75,2.33,7.15,7.31,10.26,3.11,5.91,3.42,4.98,5.75,7.93,3.89,6.22,1.24,3.73,0
YHL036W,6.04,1.65,2.38,3.48,9.34,7.33,1.47,8.61,5.13,11.17,2.38,2.93,4.4,1.65,2.38,9.52,4.95,9.71,1.83,3.66,0
YHL028W,3.97,1.98,3.47,2.48,1.82,3.31,1.49,4.96,2.81,5.12,1.49,4.46,5.62,3.31,2.48,20.99,20.66,5.95,0.66,2.98,0
YHR038W,3.91,0.43,5.65,6.96,5.65,2.17,0.87,5.22,15.22,10.87,0.87,6.52,4.35,3.91,4.78,6.96,6.96,7.83,0,0.87,0
YHR049W,5.76,0.41,7,7,4.53,5.76,3.29,7.82,9.47,7.82,2.06,3.29,5.76,4.12,2.47,8.64,2.88,7.41,0.82,3.7,0
YHR060W,2.21,0.55,6.08,9.94,1.66,4.97,0.55,4.97,10.5,10.5,2.76,4.97,2.21,9.39,3.87,7.73,6.63,4.42,0.55,5.52,0
YHR063C,5.8,2.37,4.49,7.12,4.22,5.54,1.85,6.6,6.33,10.55,2.9,7.39,4.22,3.43,4.49,5.54,6.07,6.86,0.79,3.43,0
YHR103W,3.87,1.06,5.87,6.46,4.11,4.11,1.76,5.87,7.75,9.15,2.58,7.86,3.4,4.46,4.93,13.38,5.75,4.34,1.06,2.23,0
YHR146W,5.16,0.43,4.73,11.83,3.01,6.02,0.65,3.87,13.55,6.24,0.65,4.95,8.39,3.01,3.01,8.17,7.74,7.53,0.65,0.43,0
YHR150W,4.15,1.38,5.01,7.43,6.74,4.84,2.07,6.39,6.91,8.64,2.25,4.15,5.35,2.94,5.18,11.23,5.53,5.18,1.21,3.45,0
YDL045C,4.9,1.63,5.23,7.52,6.54,4.9,2.29,7.84,4.25,9.8,1.63,5.56,4.9,4.58,4.9,8.82,4.58,2.94,2.29,4.9,1
YOR266W,3.31,0.95,4.02,5.44,4.49,4.26,0.95,7.09,9.46,13.71,1.65,6.15,4.49,3.55,4.26,7.8,6.62,5.2,2.13,4.49,0
YJL174W,7.25,1.09,2.9,1.81,4.35,6.16,0.36,4.71,3.99,4.71,2.54,4.71,6.16,5.07,3.26,11.96,15.22,6.88,1.45,5.43,1
YAR031W,5.7,1.68,4.7,7.38,8.39,3.36,2.35,5.7,8.39,8.39,2.01,3.69,3.69,3.69,4.36,8.05,5.37,5.37,1.68,6.04,0
YML046W,2.07,0.95,5.41,6.2,6.2,2.07,1.43,8.43,8.9,10.97,1.59,8.59,3.82,3.97,3.5,5.41,7.79,5.56,2.54,4.61,1
YAL062W,8.75,1.31,4.6,7.44,4.6,10.07,0.88,6.56,6.78,5.91,2.19,4.6,3.06,3.94,3.5,8.1,5.03,8.1,1.31,3.28,0
YER007W,2.32,1.35,5.6,5.98,5.02,5.02,1.54,8.49,8.3,10.81,1.35,10.42,3.09,1.93,4.63,10.42,3.28,5.79,0.97,3.67,0
YER047C,5.46,0.22,5.35,7.47,2.68,3.9,2.45,5.35,8.58,8.14,1.78,5.57,6.24,3.23,5.46,12.49,7.13,5.24,0.56,2.68,0
YER098W,3.45,2.12,6.63,7.03,4.11,4.38,2.92,4.77,8.75,7.56,1.86,9.02,3.32,4.64,4.77,9.42,7.29,4.24,0.4,3.32,0
YEL064C,5,2.29,3.96,3.12,7.08,7.29,2.29,10.42,5,11.04,3.96,5.83,2.71,2.08,3.54,7.71,7.71,6.04,0.83,2.08,0
YER054C,4.38,0.91,6.39,6.39,4.74,5.47,2.37,4.74,9.12,6.75,1.64,10.22,6.02,2.74,5.11,8.58,4.56,5.47,0.73,3.65,0
YER060W,10.98,1.52,3.22,4.17,7.01,8.71,1.33,8.14,2.84,8.9,2.65,4.55,3.6,1.7,2.84,6.44,5.68,7.77,2.65,5.3,1
YIL045W,3.16,0.37,7.81,4.65,5.02,4.83,4.09,5.76,7.81,9.11,2.04,11.71,4.46,3.53,5.2,7.99,4.28,4.65,0.93,2.6,0
